id,edit_history_tweet_ids,created_at,text,label
1950241246779232260,['1950241246779232260'],2025-07-29T17:05:21.000Z,"New ways to learn and explore with AI Mode in Search 🧠

- Upload photos and soon, PDFs, to ask questions that deepen your understanding
- Create plans and stay organized on projects with Canvas in AI Mode, which will soon be available for U.S. users enrolled in the AI Mode Labs https://t.co/znt0aQwQgz",0
1950227559137857627,['1950227559137857627'],2025-07-29T16:10:58.000Z,@NotebookLM Learn more about @NotebookLM Video Overviews as well as powerful new updates to the Studio panel ↓ https://t.co/qVVGWINcJR,0
1950227556550017430,['1950227556550017430'],2025-07-29T16:10:57.000Z,"Today, we’re introducing Video Overviews in @NotebookLM — a visual alternative to Audio Overviews. Dive deeper with short, engaging slide summaries using images, diagrams, quotes and data from your sources, narrated by your AI host. https://t.co/FW6EdLE5CN",0
1950183281569206732,['1950183281569206732'],2025-07-29T13:15:01.000Z,"We’re expanding the power of AI Mode in Search to the U.K. so more people can get help with their most complex questions 🇬🇧

Learn more ⬇️ https://t.co/ApobcoX3Bs",0
1948833141776384346,['1948833141776384346'],2025-07-25T19:50:03.000Z,"This week at Google, we shared updates for Google Photos, Shopping and more ↓ https://t.co/cN4qYcvcZk",0
1948434032645050665,['1948434032645050665'],2025-07-24T17:24:08.000Z,"Our latest shopping features are here to help you explore your style and get the best price 👗

- Our try on experience launches today in the U.S., which means you can try on your “new semester, new me” outfits before you buy. 
- Use our updated price alerts, which let you set https://t.co/GElo9nbtTO",0
1948039522194718799,['1948039522194718799'],2025-07-23T15:16:29.000Z,"In 2022, @GoogleDeepMind launched Ithaca to help restore, place and date ancient texts.

Now, they're working with collaborators to introduce Aeneas, a new AI model that contextualizes ancient Latin inscriptions. 📜

Learn more ⬇️ https://t.co/CJrNY0zcHN",0
1947753019623248307,['1947753019623248307'],2025-07-22T20:18:02.000Z,"Home in or hone in? Moot point or mute point? For tricky turns of phrase, try AI Mode in Search https://t.co/r8J6fBfMnR",0
1947689382892204542,['1947689382892204542'],2025-07-22T16:05:09.000Z,"Gemini 2.5 Flash-Lite, our most cost-efficient and fastest 2.5 model yet, is now available — complete with the same capabilities that make our 2.5 model family so useful, like multimodality, thinking and connection to tools like Search.

Learn more 🔦⬇️ https://t.co/47ol57L8UY",0
1946307412375347353,['1946307412375347353'],2025-07-18T20:33:42.000Z,"From iconic recipes to regional rivalries, take a hot dog road trip with AI Mode in Search 🌭 https://t.co/Ujh8fBadiI",0
1946255625542864977,"['1946254853908361573', '1946255169324294152', '1946255625542864977']",2025-07-18T17:07:55.000Z,"ICYMI: Here’s the latest news from the Gemini app 📰

For more on Gemini, follow @GeminiApp https://t.co/9fG72cpEwx",0
1945516207072764251,['1945516207072764251'],2025-07-16T16:09:44.000Z,"From advanced reasoning to research to getting things done, Search just got even more helpful. Learn more about our updates here ⬇️  https://t.co/1YBvkU4E5J",0
1945516204346520012,['1945516204346520012'],2025-07-16T16:09:43.000Z,"Get things done faster in Search.

We’re bringing AI-powered calling to local businesses directly into Search. Get pricing and availability info about services without needing to pick up the phone. Rolling out for all users in the U.S., with higher limits for AI Pro &amp; Ultra https://t.co/3c2HLljMWe",0
1945516167973539986,['1945516167973539986'],2025-07-16T16:09:35.000Z,"Go more in-depth with Deep Search.

Deep Search is our most advanced research tool in Search. With Gemini 2.5 Pro, it browses hundreds of sites and reasons across them, crafting a comprehensive, fully-cited report in just minutes. Rolling out for Google AI Pro and Ultra https://t.co/JyX9sIas3L",0
1945516119927693484,['1945516119927693484'],2025-07-16T16:09:23.000Z,"Search, now with Gemini 2.5 Pro.

Select our latest, most powerful model right in AI Mode. Gemini 2.5 Pro has advanced reasoning capabilities, excels at math &amp; coding and can help with advanced learning questions, with links to learn more. Rolling out for Google AI Pro and Ultra https://t.co/oD4anW9MoK",0
1945516083303129227,['1945516083303129227'],2025-07-16T16:09:14.000Z,"🧵 New advanced AI capabilities are coming to Search ⚡ Now you can:

✅ Try Gemini 2.5 Pro in AI Mode for help with complex questions
✅ Save hours of research with Deep Search in AI Mode
✅ Have Search call local businesses to check pricing for you",0
1943738854290125247,['1943738854290125247'],2025-07-11T18:27:10.000Z,"Veo 3 in the @GeminiApp can turn your favorite photos into 8-second videos with sound. 🖼️ ➡️ 📹

It’s available now to Google AI Ultra and Pro subscribers. Learn more → https://t.co/ZDDioJ4NeO https://t.co/EoG8SOPkuc",0
1943388394161049766,['1943388394161049766'],2025-07-10T19:14:34.000Z,"The best of Google AI is coming to more people 🌎

🧑‍💻 Google AI Ultra is expanding to 76 more countries, meaning over 140 countries now get the highest access to the best of Google AI including Veo 3 in the @GeminiApp. 

🎞️ Flow is also coming to more places, and we’re https://t.co/1bVTEAhtCR",0
1943328301843448251,['1943328301843448251'],2025-07-10T15:15:47.000Z,Learn more about our image-to-video capability in @GeminiApp ⬇️ https://t.co/XO60iG1BWo,0
1943328300517958101,['1943328300517958101'],2025-07-10T15:15:46.000Z,Now you can do more with Veo 3 by transforming photos to videos 🎉 https://t.co/7UBuaUUhC0,0
1942966536198631747,['1942966536198631747'],2025-07-09T15:18:15.000Z,"To start talking with Gemini on Wear OS, just say “Hey Google,” press and hold the side button on your watch or tap on the Gemini app icon on your watch screen.

Learn more about Gemini on Wear OS ↓ https://t.co/ojFPybXVVc",0
1942966532746645701,['1942966532746645701'],2025-07-09T15:18:14.000Z,"Starting today, Gemini begins rolling out to Wear OS watches, including those from Pixel, Samsung, OPPO, OnePlus and Xiaomi. Get the help you need, right on your wrist, without needing to take out your phone. https://t.co/AbrrBcF7ud",0
1942953804141371561,['1942953804141371561'],2025-07-09T14:27:39.000Z,"Learn more about the new advanced capabilities coming to Circle to Search ↓
https://t.co/PkkJaDrehc",0
1942953801444368556,['1942953801444368556'],2025-07-09T14:27:39.000Z,Also rolling out today: Get in-the-moment mobile gaming help with Circle to Search. Need to identify a new character or find a winning strategy? Get the tips you need without leaving your game. https://t.co/YZBurCBFaY,0
1942953797904654692,['1942953797904654692'],2025-07-09T14:27:38.000Z,"Today, we’re bringing our most powerful AI search experience, AI Mode, right into Circle to Search on Android. Circle, search and dive deeper with AI Mode’s advanced reasoning to explore complex topics and ask follow-up questions — all without switching apps. https://t.co/5MDhHEl62a",0
1940511642866811334,['1940511642866811334'],2025-07-02T20:43:23.000Z,Historical Street View imagery is here 📍 Celebrate 20 years of Google Earth with even more viewpoints → https://t.co/BA0DWp2jNR https://t.co/LLStzYvajX,0
1940065735931285744,['1940065735931285744'],2025-07-01T15:11:30.000Z,@ISTEofficial Catch up on all our @GoogleForEdu announcements from @ISTEofficial ↓ https://t.co/779w0UJvt3,0
1940065733259530737,['1940065733259530737'],2025-07-01T15:11:30.000Z,"This week at @ISTEofficial, we shared new updates to Gemini, Google Workspace for Education and Chromebooks for educators, students and schools globally, including:
✨ More than 30 no-cost AI tools for educators with Gemini in Classroom
📝 Gemini for Education, a version of",0
1938309691828015155,"['1938307620797866359', '1938309691828015155']",2025-06-26T18:53:37.000Z,"The plot thickens. 🕵️ Use Gemini 2.5 Pro in the @GeminiApp to turn random videos from your camera roll into a dramatic narrative.

Try it yourself:
1️⃣ Go to Gemini and select “2.5 Pro” from the model dropdown.

2️⃣ Tap the plus icon and upload three videos from your camera roll. https://t.co/4CfSxAPMIy",0
1937974542259106253,['1937974542259106253'],2025-06-25T20:41:51.000Z,"Boston, Massachusetts: 1995-2025

See more city transformations — and discover what else is new with @GoogleEarth ➡️ https://t.co/ENY2AkLEV3 https://t.co/sIlfeSJ7aW",0
1937974539394097163,['1937974539394097163'],2025-06-25T20:41:50.000Z,"Brasilia, Brazil: 2003-2024 https://t.co/F6BMe2sj8k",0
1937974536437211561,['1937974536437211561'],2025-06-25T20:41:49.000Z,"Las Vegas, Nevada: 1984-2020 https://t.co/u6KTrtL3cA",0
1937974533593456883,['1937974533593456883'],2025-06-25T20:41:49.000Z,"Berlin, Germany: 1943-2024 https://t.co/3rPMLyySX8",0
1937974530770645505,['1937974530770645505'],2025-06-25T20:41:48.000Z,"Happy 20th birthday to Google Earth 🌍

To celebrate, here’s a thread of historical imagery, showing how major cities and other areas have transformed over time.

Like our own Gradient Canopy office, located in Mountain View, CA — see how it changed between 2015 and 2025. https://t.co/w00PWqtRYh",0
1937861717914259750,['1937861717914259750'],2025-06-25T13:13:31.000Z,"Learn more about how Gemini CLI can help you at your terminal — from complex coding to content creation, problem-solving and deep research ↓ https://t.co/DRgRbAG2VT",0
1937861715061846241,['1937861715061846241'],2025-06-25T13:13:31.000Z,"Developers, builders and creators: Bring the power of Gemini 2.5 Pro  directly into your terminal with Gemini CLI, our new open-source AI agent with unmatched usage limits. Available now in preview — at no charge. https://t.co/D576uqjfJG",0
1937523064817717738,['1937523064817717738'],2025-06-24T14:47:50.000Z,"Map out your hiking routes more efficiently, without wasting your vacation time.

Prompt: I want you to code this web app for all the best hikes in Japan for me. Use Leaflet.JS for the interactive map. I want a sleek, minimal, dark mode interface using only black and white. The https://t.co/ZsJQJTYIrk",0
1937523061583954091,['1937523061583954091'],2025-06-24T14:47:49.000Z,"Take the hassle out of choosing whether tonight is taco night, pizza night or a “it’s time for sushi takeout” night.

Prompt: Can you code this app? https://t.co/gsnaldJgKq",0
1937523058228527288,['1937523058228527288'],2025-06-24T14:47:49.000Z,"Organize your weekly to-do list without taking up your whole Sunday.

Prompt: Can you code this app? https://t.co/2NWQDL8JMU",0
1937523055804195217,['1937523055804195217'],2025-06-24T14:47:48.000Z,"Avoid having to do math at the end of brunch ever again.

Prompt: Can you code this app? https://t.co/UIrCCBVQCN",0
1937523051953864879,['1937523051953864879'],2025-06-24T14:47:47.000Z,"Play interior designer before you move your furniture.

Prompt: Can you create a 3D representation of the space so I can experiment with the layout? https://t.co/AtK7TZMRhh",0
1937523048409678095,['1937523048409678095'],2025-06-24T14:47:46.000Z,"Sometimes the best ideas start with a sketch. ✍️

Here are 6 quick demos we vibe coded with simple drawings and a little help from Gemini 2.5 Pro. Try it yourself by going to https://t.co/JORTreg0yj, select 2.5 Pro, tap Canvas, upload an image of your sketch, and ask, “Can you https://t.co/vySSHeJet6",0
1937210811228848426,['1937210811228848426'],2025-06-23T18:07:03.000Z,"Learn more about the Lenovo Chromebook Plus 14, which is on shelves now ↓ https://t.co/ABr1ytJlsW",0
1937210808720560392,['1937210808720560392'],2025-06-23T18:07:03.000Z,New AI features are coming to Chromebook Plus. Explore how they make the new Lenovo Chromebook Plus 14 more helpful ↓ https://t.co/NCZDs3vH3i,0
1935381120310280221,['1935381120310280221'],2025-06-18T16:56:31.000Z,"Search Live with voice is available in the U.S. with opt-in to Labs, on the Google app ↓ https://t.co/Xe96VlzDcL",0
1935381117772681424,['1935381117772681424'],2025-06-18T16:56:30.000Z,"Introducing Search Live with voice in AI Mode, which lets you have free-flowing conversations with Search on the go 🎙️ 

🗣️ Talk with and listen to Search hands-free
🔊 Get AI-generated audio responses 
🔗 Learn more with links https://t.co/4FAUCpAIPa",0
1935005459150258274,['1935005459150258274'],2025-06-17T16:03:46.000Z,"@GeminiApp We can’t wait to see what you build! ⚙️

Learn more ↓ https://t.co/WzdApCuJWb",0
1935005455643763009,['1935005455643763009'],2025-06-17T16:03:45.000Z,"@GeminiApp We’re launching 2.5 Flash-Lite in Preview 🔦
Some highlights:
🏃 Our most cost-efficient &amp; fastest 2.5 model yet 
➗ Higher quality than 2.0 Flash-Lite on math, coding, science, reasoning and multimodality benchmarks
🗣️ Excels in translation &amp; classification
🧠 Comes w/ code https://t.co/bn10n4OujU",0
1935005418062786736,['1935005418062786736'],2025-06-17T16:03:36.000Z,"Here’s what’s new for Gemini 2.5 🧵

2.5 Flash and 2.5 Pro are now stable and generally available in AI Studio, Vertex AI and the @GeminiApp, with your feedback incorporated. https://t.co/8RBQgNTlld",0
1934691625974002109,['1934691625974002109'],2025-06-16T19:16:43.000Z,Veo 3 is rolling out. Now available in 70+ markets for AI Pro and Ultra subscribers. https://t.co/ALNJtTcnup,0
1932535990301655492,['1932535990301655492'],2025-06-10T20:30:59.000Z,"Math is beautiful. 🤓 Instantly make interactive fractal art with Gemini 2.5 Pro. 

Here’s a starter prompt: “Make me a beautiful particle based, animated, endless, 3D, symmetrical, fractal art piece inspired by a math formula.” https://t.co/F9k6Mq8cpF",0
1932499383125483596,['1932499383125483596'],2025-06-10T18:05:31.000Z,Learn more about everything coming to Android 16 ↓ https://t.co/gOBerzFXb5,0
1932499109329654033,['1932499109329654033'],2025-06-10T18:04:26.000Z,"🧵Android 16 launches today on Pixel devices, and will be rolling out to other phone brands later this year. Here’s some of what’s new:

🔔 Streamlined and up-to-date notifications for ride-share and food delivery apps
🦻 Enhanced hearing aid compatibility
💪 Stronger security in",0
1931076779717910625,['1931076779717910625'],2025-06-06T19:52:36.000Z,The @GeminiApp helps you crush your to-do list with scheduled actions 📅 Wake up to a summary of your calendar or get a list of local events every Friday — all you have to do is ask Gemini.  https://t.co/mm7NfxGFal,0
1931053475212718502,['1931053475212718502'],2025-06-06T18:20:00.000Z,Watch Gemini 2.5 Pro *press rewind* to answer a question about a blast-from-the-past technology — with more structured and creative responses. ⏪ https://t.co/UqDThwyaQ7,0
1930656198438556034,['1930656198438556034'],2025-06-05T16:01:22.000Z,"Gemini 2.5 Pro is available in Preview in AI Studio, Vertex AI and the @GeminiApp — stay tuned for general availability in the coming weeks. https://t.co/JMi1f5Ym64",0
1930656194646908969,['1930656194646908969'],2025-06-05T16:01:21.000Z,"We’re rolling out an updated Gemini 2.5 Pro, which builds on the model we showcased at #GoogleIO. 

💪 It excels across key benchmarks in coding, math, science and reasoning. 

✍️ And we’ve improved style and structure to give you better-formatted responses. https://t.co/cPPanJqaeK",0
1930005768587112755,['1930005768587112755'],2025-06-03T20:56:47.000Z,"Notebooks can now be public in @NotebookLM. Just hit “share” and set the access to “anyone with the link.” Easy-peasy. Share ideas, study guides and team docs, and your peers can explore, ask questions, get instant summaries and audio overviews. https://t.co/YogadP3hV2",0
1929960516262277327,['1929960516262277327'],2025-06-03T17:56:58.000Z,Here’s a closer look at what developers can do with Gemini 2.5 native audio capabilities. https://t.co/0FxYwPlDoJ,0
1929960513779204198,['1929960513779204198'],2025-06-03T17:56:58.000Z,"New native audio capabilities in Gemini 2.5 enable text-to-speech in over 24 languages. 🔊Voices are more natural and expressive, and you can seamlessly switch between languages. https://t.co/UgrdCgOzI7",0
1928573869893230705,['1928573869893230705'],2025-05-30T22:06:56.000Z,"Create videos with Veo 3, now available in 73 countries right in the Gemini app 🎬 https://t.co/LzgsVKyqxx",0
1927892622372204866,['1927892622372204866'],2025-05-29T00:59:54.000Z,We love seeing how you're using AI Mode — and can't wait to show you what's next. 🔎✨ https://t.co/5pgEQwswN6,0
1927815553596441025,['1927815553596441025'],2025-05-28T19:53:39.000Z,We broke down #GoogleIO by the numbers in a web app built with @GeminiApp. Play with the app here and learn how we made it ↓ https://t.co/LSrx8x3LBC,0
1927770988302717152,['1927770988302717152'],2025-05-28T16:56:34.000Z,From napkin sketch to fully coded app ✨ Bring your ideas to life with Gemini 2.5 Pro. Learn more about the latest updates to our 2.5 models → https://t.co/IGVg0fKDzU #GoogleIO https://t.co/qA1gOwQ560,0
1927454004176429460,['1927454004176429460'],2025-05-27T19:56:59.000Z,See what clothes look like on *you* before you tap to buy with our new try on tool in Search Labs. 👖 Learn more → https://t.co/aAf3kfR7pF #GoogleIO https://t.co/nZgynJLZ81,0
1927429338930024456,['1927429338930024456'],2025-05-27T18:18:58.000Z,Learn more about Flow and how filmmaker partners are telling their stories with AI → https://t.co/6Jj9ndHFbb #GoogleIO,0
1927429108620779732,['1927429108620779732'],2025-05-27T18:18:04.000Z,"Built with and for creatives, Flow is the only AI filmmaking tool custom designed for @GoogleDeepMind’s most advanced models — Veo, Imagen and Gemini. https://t.co/d6Bv6jO033",0
1926006830456521068,['1926006830456521068'],2025-05-23T20:06:26.000Z,Catch up on everything we announced at #GoogleIO ↓  https://t.co/0a2EaIpDlj,0
1926006828690800784,['1926006828690800784'],2025-05-23T20:06:26.000Z,"11 things to know from #GoogleIO:

🎉 Gemini 2.5 Pro is our most intelligent model ever — and 2.5 Flash is getting even better with a new update. We’re also bringing new capabilities to our models, including Deep Think, an experimental enhanced reasoning mode for 2.5 Pro

🔎 AI",0
1925982692614471867,['1925982692614471867'],2025-05-23T18:30:31.000Z,"Get stats, graphs and charts in AI Mode — starting with sports and finance this summer  📈 #GoogleIO https://t.co/yHOgALhCt7",0
1925696187534909866,['1925696187534909866'],2025-05-22T23:32:03.000Z,.@demishassabis shares what’s next for @GeminiApp — including building a universal AI assistant that can be helpful for everyone → https://t.co/oePqs4f70M #GoogleIO,0
1925662538466775050,['1925662538466775050'],2025-05-22T21:18:20.000Z,"Devs, catch up on the #GoogleIO updates across our developer products to help you continue to push the boundaries of what's possible with AI ↓ https://t.co/Hs5iSpwC0d",0
1925604342079307977,['1925604342079307977'],2025-05-22T17:27:05.000Z,What if your AI assistant could see the world from your perspective and offer hands-free help? 👓  Here’s a first look at @Android XR for glasses. Learn more → https://t.co/f8mLIwuy3I #GoogleIO https://t.co/iF0qH5HUBX,0
1925324041599980008,['1925324041599980008'],2025-05-21T22:53:16.000Z,"AI Mode is our most powerful AI search. Ask anything, and it’ll take on your toughest questions and help you get stuff done. Now rolling out to everyone in the U.S. #GoogleIO https://t.co/5RRdXTxxag",0
1925296559219961959,['1925296559219961959'],2025-05-21T21:04:04.000Z,"Soon, using your camera, Search can see what you see and give you helpful information as you go back and forth, in real time. 🔍 Learn how Search is going beyond information to intelligence  → https://t.co/JOxiTI7Jxh #GoogleIO https://t.co/ckJqXJwIkO",0
1925285084166291763,['1925285084166291763'],2025-05-21T20:18:28.000Z,"SynthID Detector is a new portal to help journalists, media professionals and researchers more easily identify whether content has a SynthID watermark. Here’s how it works → https://t.co/5pRcGs81Ko #GoogleIO",0
1925258583035326866,['1925258583035326866'],2025-05-21T18:33:10.000Z,ICYMI: Catch up on all the announcements from #GoogleIO in under 10 minutes ↓ https://t.co/rxIN2AcdKa,0
1925224108326822353,['1925224108326822353'],2025-05-21T16:16:11.000Z,"Everything new coming to @GeminiApp, announced at #GoogleIO → https://t.co/cVy6YhjXTX https://t.co/V0gsROO501",0
1925005205818556617,['1925005205818556617'],2025-05-21T01:46:20.000Z,"Everything — yes, everything — we announced at #GoogleIO, including when, where and how to get your hands on all the new models and features ↓ https://t.co/HxZWfSgjy0",0
1925005203226464425,['1925005203226464425'],2025-05-21T01:46:19.000Z,"Buckle up, we’re just getting started 🚗 #GoogleIO https://t.co/qI4NURT1XE",0
1924926301086916987,['1924926301086916987'],2025-05-20T20:32:48.000Z,"Since #GoogleIO 2024, we've introduced over a dozen models and research breakthroughs and released over 20 major AI products and features. Today @SundarPichai reflected on this relentless progress — and the AI opportunities in our future. Learn more ↓ https://t.co/BoNIpPHHiD",0
1924906327190434212,['1924906327190434212'],2025-05-20T19:13:26.000Z,"Great Search momentum today with the launch of AI Mode to everyone in the U.S. 👏

AI Mode builds on the success of AI Overviews — one of the most successful launches in Search in the past decade. As people use AI Overviews, we see they’re happier with their results, and they https://t.co/qUaju0gx25",0
1924901352070676540,['1924901352070676540'],2025-05-20T18:53:39.000Z,"We’ve shared a lot of updates today, but there’s one we know you’ve been waiting for.

Here’s our leaderboard that measures the number of times we’ve said “AI” in the keynote. Looks like we’ve got a new front-runner. 😉 https://t.co/ptqDwmYWso",0
1924901038424781307,['1924901038424781307'],2025-05-20T18:52:25.000Z,"“The opportunity with AI is truly as big as it gets. And it will be up to this wave of developers, technology builders and problem solvers to make sure its benefits reach as many people as possible.” - @sundarpichai

#GoogleIO",0
1924900723482902944,['1924900723482902944'],2025-05-20T18:51:10.000Z,"When you’re wearing glasses all day, you want them to match your style. That’s why we’re working with Gentle Monster and Warby Parker, who will be the first eyewear partners to build glasses with Android XR. #GoogleIO https://t.co/xIfRSy2eAK",0
1924899932949070065,['1924899932949070065'],2025-05-20T18:48:01.000Z,"Our partnership with Samsung is extending to glasses. We’re creating the software and reference hardware, and developers will be able to start building for glasses later this year. https://t.co/bqu1wR26ev",0
1924899930109575474,['1924899930109575474'],2025-05-20T18:48:00.000Z,"Glasses with Android XR are lightweight and designed for all-day wear. They work with your phone so you can be hands-free, stay in the moment with friends and complete your to-do list. https://t.co/CLXGxeQPzs",0
1924898662318276873,['1924898662318276873'],2025-05-20T18:42:58.000Z,"10 years ago we started working on glasses and we never stopped. Watch a live demo of Gemini on Android XR glasses → https://t.co/eVZVS1ZnSV
#GoogleIO",0
1924898491404365884,['1924898491404365884'],2025-05-20T18:42:17.000Z,"Samsung’s Project Moohan sees the digital &amp; physical worlds around you on an infinite screen, giving you a new way to see, explore and understand your surroundings. This first Android XR device is available later this year.

#GoogleIO https://t.co/SqNY0eyhVM",0
1924898047177138340,['1924898047177138340'],2025-05-20T18:40:31.000Z,"Android XR is the first @Android platform built in the Gemini era, and it supports devices across a variety of use cases — from headsets to glasses.👓 We built Android XR together as one team with Samsung, and optimized it for Snapdragon with Qualcomm.

#GoogleIO https://t.co/kS9xfhGL6Q",0
1924897781816426592,['1924897781816426592'],2025-05-20T18:39:28.000Z,@GeminiApp @YouTube And first time users who sign up for Google AI Ultra get 50% off the first three months ↓ https://t.co/4PkEW1sjnv #GoogleIO,0
1924897424536986011,['1924897424536986011'],2025-05-20T18:38:03.000Z,"@GeminiApp And if it’s more access you want, it’s more access you get. 😏Google AI Ultra comes w/ the highest usage limits to the best of Google AI, early access to new features, plus @YouTube Premium &amp; 30 TB of storage. Ultra is available in the U.S. today &amp; coming soon to more countries. https://t.co/Y4gZ2t5dlA",0
1924897418249687494,['1924897418249687494'],2025-05-20T18:38:02.000Z,"We're upgrading our AI subscription plans 😄

Our AI Premium plan is now Google AI Pro! Get more powerful features and higher rate limits across Google products, including the @GeminiApp (formerly Gemini Advanced) — for the same price as before. https://t.co/hpt7qQ5xUT",0
1924896847283298509,['1924896847283298509'],2025-05-20T18:35:45.000Z,"Starting today, we’re making Flow with Veo 2 available in the U.S. in both our Google AI Pro and Ultra plans. And Google AI Ultra subscribers will get access to Flow with Veo 3 starting today. 

#GoogleIO",0
1924896843441336440,['1924896843441336440'],2025-05-20T18:35:44.000Z,"Introducing Flow: a new type of AI filmmaking tool that combines the best of Veo, Imagen and Gemini — built with and for creatives.

Flow helps you maintain character and visual consistency from one clip to the next.

See how emerging filmmakers are using it 🎥 https://t.co/H0cBv6IGs1",0
1924895688703225884,['1924895688703225884'],2025-05-20T18:31:09.000Z,"@primordialsoup_ @DarrenAronofsky Here’s the trailer for ANCESTRA, directed by @Eliza_McNitt. This is the studio’s first short film, blending live action and Veo-generated content. 🍿
#GoogleIO https://t.co/46EbvpUp78",0
1924895610936672652,['1924895610936672652'],2025-05-20T18:30:51.000Z,"We partnered with filmmakers from @PrimordialSoup_, a new storytelling venture founded by director @DarrenAronofsky, to explore AI’s role in filmmaking.

The first film explores how emotional live-action performance integrates with Veo-generated video. ↓ https://t.co/upcLZrP2pz",0
